step,epoch,loss,learning_rate,grad_norm,split,eval_loss,eval_accuracy,eval_f1_macro,eval_runtime,eval_samples_per_second,eval_steps_per_second
200,0.09387467730579677,9.21913818359375,4.669169404035664e-05,2.4071927070617676,train,,,,,,
400,0.18774935461159353,8.950406494140625,9.361801970905678e-05,3.2833921909332275,train,,,,,,
600,0.28162403191739027,7.977315673828125,0.00014054434537775693,4.857087135314941,train,,,,,,
800,0.37549870922318707,6.820299682617187,0.00018747067104645708,7.8846845626831055,train,,,,,,
1000,0.4693733865289838,5.986776123046875,0.0002343969967151572,9.200865745544434,train,,,,,,
1200,0.5632480638347805,5.19431396484375,0.00028132332238385734,7.4767584800720215,train,,,,,,
1400,0.6571227411405773,4.657484741210937,0.0003282496480525575,9.885783195495605,train,,,,,,
1600,0.7509974184463741,4.167351989746094,0.0003751759737212576,9.580283164978027,train,,,,,,
1800,0.8448720957521708,3.7614950561523437,0.00042210229938995775,9.431355476379395,train,,,,,,
2000,0.9387467730579676,3.5769943237304687,0.0004690286250586579,18.568201065063477,train,,,,,,
2131,1.0,,,,val,1.4530010223388672,0.6166336633663366,0.6048720264270085,43.9145,172.494,10.794
2200,1.0323867636705,3.3240145874023437,0.0004991602657511917,9.835610389709473,train,,,,,,
2400,1.1262614409762968,3.2060791015625,0.0004966904591370496,10.046792030334473,train,,,,,,
2600,1.2201361182820933,3.0259765625,0.0004942206525229075,10.584882736206055,train,,,,,,
2800,1.3140107955878901,2.9256390380859374,0.0004917508459087653,10.161293983459473,train,,,,,,
3000,1.407885472893687,2.799959716796875,0.0004892810392946233,10.997490882873535,train,,,,,,
3200,1.5017601501994837,2.791437072753906,0.0004868112326804811,9.694392204284668,train,,,,,,
3400,1.5956348275052803,2.6348995971679687,0.000484341426066339,11.13060474395752,train,,,,,,
3600,1.689509504811077,2.609821472167969,0.00048187161945219693,12.5578031539917,train,,,,,,
3800,1.7833841821168739,2.525754699707031,0.0004794018128380548,8.621333122253418,train,,,,,,
4000,1.8772588594226707,2.4798483276367187,0.0004769320062239127,14.29371166229248,train,,,,,,
4200,1.9711335367284675,2.4467755126953126,0.00047446219960977054,8.430207252502441,train,,,,,,
4262,2.0,,,,val,1.1353617906570435,0.7013861386138613,0.6992465882045534,40.7677,185.809,11.627
4400,2.064773527341,2.1238970947265625,0.00047199239299562846,8.307661056518555,train,,,,,,
4600,2.1586482046467967,2.118655548095703,0.00046952258638148633,12.932059288024902,train,,,,,,
4800,2.2525228819525935,2.1647689819335936,0.0004670527797673442,9.181808471679688,train,,,,,,
5000,2.34639755925839,2.138591461181641,0.0004645829731532021,10.778038024902344,train,,,,,,
5200,2.4402722365641867,2.0683943176269532,0.00046211316653906,9.394627571105957,train,,,,,,
5400,2.5341469138699835,2.075871887207031,0.0004596433599249179,9.157636642456055,train,,,,,,
5600,2.6280215911757803,2.1010891723632814,0.00045717355331077573,10.491827964782715,train,,,,,,
5800,2.721896268481577,2.0248837280273437,0.00045470374669663366,8.965291976928711,train,,,,,,
6000,2.815770945787374,2.059933624267578,0.0004522339400824915,9.07253360748291,train,,,,,,
6200,2.9096456230931707,2.0062962341308594,0.00044976413346834945,9.461499214172363,train,,,,,,
6393,3.0,,,,val,1.008554458618164,0.7394059405940594,0.7410428970807103,39.5291,191.631,11.991
6400,3.0032856137057027,1.9337991333007813,0.0004472943268542073,10.680524826049805,train,,,,,,
6600,3.0971602910114995,1.7516365051269531,0.0004448245202400652,13.472509384155273,train,,,,,,
6800,3.1910349683172963,1.8066743469238282,0.0004423547136259231,10.684112548828125,train,,,,,,
7000,3.284909645623093,1.753656768798828,0.000439884907011781,8.555253982543945,train,,,,,,
7200,3.37878432292889,1.6944046020507812,0.00043741510039763885,10.836960792541504,train,,,,,,
7400,3.4726590002346867,1.7992245483398437,0.0004349452937834968,9.099632263183594,train,,,,,,
7600,3.5665336775404834,1.7641700744628905,0.00043247548716935464,8.990736961364746,train,,,,,,
7800,3.6604083548462802,1.6941021728515624,0.00043000568055521257,7.72091007232666,train,,,,,,
8000,3.754283032152077,1.7673558044433593,0.0004275358739410704,12.786258697509766,train,,,,,,
8200,3.848157709457874,1.764073944091797,0.0004250660673269283,12.442472457885742,train,,,,,,
8400,3.9420323867636706,1.7331674194335938,0.0004225962607127862,8.818931579589844,train,,,,,,
8524,4.0,,,,val,0.9155699610710144,0.7656765676567657,0.7632645212714875,42.4637,178.388,11.162
8600,4.035672377376203,1.5981829833984376,0.0004201264540986441,8.081023216247559,train,,,,,,
8800,4.129547054682,1.440413818359375,0.00041765664748450197,8.528450012207031,train,,,,,,
9000,4.223421731987797,1.50181640625,0.00041518684087035984,11.833807945251465,train,,,,,,
9200,4.3172964092935935,1.4961442565917968,0.00041271703425621776,11.706223487854004,train,,,,,,
9400,4.41117108659939,1.5127137756347657,0.00041024722764207563,10.845403671264648,train,,,,,,
9600,4.505045763905187,1.5235101318359374,0.0004077774210279335,6.843051433563232,train,,,,,,
9800,4.598920441210983,1.5567092895507812,0.00040530761441379137,8.43285083770752,train,,,,,,
10000,4.69279511851678,1.566103515625,0.0004028378077996493,13.317301750183105,train,,,,,,
10200,4.786669795822577,1.5700462341308594,0.0004003680011855072,10.044485092163086,train,,,,,,
10400,4.880544473128373,1.5117814636230469,0.00039789819457136503,8.330157279968262,train,,,,,,
10600,4.97441915043417,1.5422926330566407,0.00039542838795722296,9.510228157043457,train,,,,,,
10655,5.0,,,,val,0.8757308721542358,0.7733333333333333,0.7741654475074804,41.9592,180.533,11.297
10800,5.068059141046703,1.3864154052734374,0.0003929585813430808,11.404671669006348,train,,,,,,
11000,5.1619338183525,1.3172908020019531,0.00039048877472893875,9.339670181274414,train,,,,,,
11200,5.255808495658296,1.27300537109375,0.0003880189681147966,8.168947219848633,train,,,,,,
11400,5.349683172964093,1.3581520080566407,0.0003855491615006545,10.286722183227539,train,,,,,,
11600,5.443557850269889,1.2624251556396484,0.0003830793548865124,14.47575855255127,train,,,,,,
11800,5.537432527575686,1.2938980102539062,0.0003806095482723703,7.4626994132995605,train,,,,,,
12000,5.631307204881483,1.3445391845703125,0.00037813974165822815,12.634973526000977,train,,,,,,
12200,5.72518188218728,1.3440570068359374,0.000375669935044086,8.870590209960938,train,,,,,,
12400,5.8190565594930765,1.3236843872070312,0.00037320012842994394,5.5703864097595215,train,,,,,,
12600,5.912931236798873,1.3796630859375,0.00037073032181580187,12.1639986038208,train,,,,,,
12786,6.0,,,,val,0.8637394905090332,0.7838943894389439,0.7837506613032236,42.0012,180.352,11.285
12800,6.006571227411405,1.3552976989746093,0.0003682605152016597,7.408659934997559,train,,,,,,
13000,6.100445904717202,1.098233642578125,0.0003657907085875176,5.000728607177734,train,,,,,,
13200,6.194320582022999,1.1321185302734376,0.0003633209019733755,10.048139572143555,train,,,,,,
13400,6.288195259328796,1.1447702026367188,0.0003608510953592334,7.709278106689453,train,,,,,,
13600,6.3820699366345925,1.198006362915039,0.00035838128874509127,10.663888931274414,train,,,,,,
13800,6.475944613940389,1.1619166564941406,0.00035591148213094914,10.762404441833496,train,,,,,,
14000,6.569819291246186,1.2441085815429687,0.00035344167551680706,9.38578987121582,train,,,,,,
14200,6.663693968551983,1.2087910461425782,0.00035097186890266493,12.358870506286621,train,,,,,,
14400,6.75756864585778,1.1871356201171874,0.0003485020622885228,13.763289451599121,train,,,,,,
14600,6.8514433231635765,1.190705795288086,0.00034603225567438067,8.043325424194336,train,,,,,,
14800,6.945318000469373,1.206705093383789,0.0003435624490602386,9.088794708251953,train,,,,,,
14917,7.0,,,,val,0.8392165303230286,0.7933993399339934,0.7925410155322219,42.0419,180.177,11.274
15000,7.038957991081905,1.1428951263427733,0.0003410926424460965,14.24899673461914,train,,,,,,
15200,7.132832668387702,1.0234760284423827,0.00033862283583195433,11.040989875793457,train,,,,,,
15400,7.226707345693499,1.0453359985351562,0.00033615302921781226,13.088088989257812,train,,,,,,
15600,7.320582022999296,1.0510464477539063,0.0003336832226036701,10.016380310058594,train,,,,,,
15800,7.4144567003050925,1.0320196533203125,0.00033121341598952805,8.151844024658203,train,,,,,,
16000,7.508331377610889,1.0419186401367186,0.00032874360937538587,10.028327941894531,train,,,,,,
16200,7.602206054916686,1.0627210998535157,0.0003262738027612438,8.014009475708008,train,,,,,,
16400,7.696080732222483,1.061677474975586,0.0003238039961471017,10.366188049316406,train,,,,,,
